"","Chamber","X.1","X","AutoResp.Cycle.Loop","MO2.no.Background.Correction","Hour","Treatment","Time.of.Day","Day","MO2","Genotype","Trial","Max.Dark.MO2","MO2.from.Dark.Max"
"466",7,466,40,52,-0.0175530940267866,40,15,"night",2,-0.000379137,60,4,-0.00382296116360356,-0.013730132863183
"467",7,467,41,53,-0.0180510419844618,41,15,"night",2,-0.000897258,60,4,-0.00382296116360356,-0.0142280808208582
"468",7,468,42,54,-0.016346667609135,42,15,"night",2,0.00087354,60,4,-0.00382296116360356,-0.0125237064455314
"469",7,469,43,55,-0.0168984973395,43,15,"night",2,0.000298961,60,4,-0.00382296116360356,-0.0130755361758964
"470",7,470,44,56,-0.0176843965200107,44,15,"night",2,-0.000523478,60,4,-0.00382296116360356,-0.0138614353564071
"471",7,471,45,57,-0.018678364845485,45,15,"night",2,-0.001553104,60,4,-0.00382296116360356,-0.0148554036818814
"472",7,472,46,58,-0.0172740261612213,46,15,"night",2,-9.1846e-05,60,4,-0.00382296116360356,-0.0134510649976177
"473",7,473,47,59,-0.0169428409292613,47,15,"night",2,0.000257425,60,4,-0.00382296116360356,-0.0131198797656577
"474",7,474,48,60,-0.0176093142263771,48,15,"night",2,-0.000440399,60,4,-0.00382296116360356,-0.0137863530627735
"475",7,475,49,61,0.000460335506424498,49,15,"day",3,0.01835822,60,4,-0.00382296116360356,0.00428329667002806
"476",7,476,50,62,-0.00385044195198087,50,15,"day",3,0.01386201,60,4,-0.00382296116360356,-2.74807883773099e-05
"477",7,477,51,63,-0.00915780685923667,51,15,"day",3,0.008335008,60,4,-0.00382296116360356,-0.00533484569563311
"478",7,478,52,64,-0.0126802740314942,52,15,"day",3,0.004673036,60,4,-0.00382296116360356,-0.00885731286789064
"479",7,479,53,65,-0.0114720053502771,53,15,"day",3,0.005933986,60,4,-0.00382296116360356,-0.00764904418667354
"480",7,480,54,66,-0.0121967158860804,54,15,"day",3,0.005182982,60,4,-0.00382296116360356,-0.00837375472247684
"481",7,481,55,67,-0.00367547971436255,55,15,"day",3,0.014048376,60,4,-0.00382296116360356,0.00014748144924101
"482",7,482,56,68,-0.00507954722268784,56,15,"day",3,0.012588309,60,4,-0.00382296116360356,-0.00125658605908428
"483",7,483,57,69,-0.00569912237900522,57,15,"day",3,0.011945502,60,4,-0.00382296116360356,-0.00187616121540166
"484",7,484,58,70,-0.0146673441941547,58,15,"day",3,0.002602678,60,4,-0.00382296116360356,-0.0108443830305511
"485",7,485,59,71,-0.0141719513452043,59,15,"day",3,0.003121863,60,4,-0.00382296116360356,-0.0103489901816007
"486",7,486,60,72,-0.0139069686148292,60,15,"day",3,0.00339721,60,4,-0.00382296116360356,-0.0100840074512256
"487",7,487,61,73,-0.0560081381742594,61,15,"night",3,-0.040413468,60,4,-0.00382296116360356,-0.0521851770106558
"488",7,488,62,74,-0.0520202036477872,62,15,"night",3,-0.03625891,60,4,-0.00382296116360356,-0.0481972424841836
"489",7,489,63,75,-0.0359848985982975,63,15,"night",3,-0.019558499,60,4,-0.00382296116360356,-0.0321619374346939
"490",7,490,64,76,-0.0300758610264494,64,15,"night",3,-0.013409961,60,4,-0.00382296116360356,-0.0262528998628458
"491",7,491,65,77,-0.0315887564681202,65,15,"night",3,-0.014984578,60,4,-0.00382296116360356,-0.0277657953045166
"492",7,492,66,78,-0.0402594193058896,66,15,"night",3,-0.024018462,60,4,-0.00382296116360356,-0.036436458142286
"493",7,493,67,79,-0.0369308735229755,67,15,"night",3,-0.020549293,60,4,-0.00382296116360356,-0.0331079123593719
"494",7,494,68,80,-0.0370877721766175,68,15,"night",3,-0.020712863,60,4,-0.00382296116360356,-0.0332648110130139
"495",7,495,69,81,-0.0356784023670557,69,15,"night",3,-0.019241687,60,4,-0.00382296116360356,-0.0318554412034521
"496",7,496,70,82,-0.0348557071909745,70,15,"night",3,-0.018386242,60,4,-0.00382296116360356,-0.0310327460273709
"497",7,497,71,83,-0.0302042820238677,71,15,"night",3,-0.013542906,60,4,-0.00382296116360356,-0.0263813208602641
"498",8,498,1,13,0.0144324094613859,1,0,"day",1,0.021390516,60,4,-0.013605324072185,0.0280377335335709
"499",8,499,2,14,0.00011316912908748,2,0,"day",1,0.006476243,60,4,-0.013605324072185,0.0137184932012725
"500",8,500,3,15,0.00443554428123533,3,0,"day",1,0.010971496,60,4,-0.013605324072185,0.0180408683534203
"501",8,501,4,16,0.00175935707191059,4,0,"day",1,0.008187391,60,4,-0.013605324072185,0.0153646811440956
"502",8,502,5,17,0.00145413612083331,5,0,"day",1,0.007865445,60,4,-0.013605324072185,0.0150594601930183
"503",8,503,6,18,-0.00160990161429351,6,0,"day",1,0.004683931,60,4,-0.013605324072185,0.0119954224578915
"504",8,504,7,19,0.0100676290197232,7,0,"day",1,0.016837237,60,4,-0.013605324072185,0.0236729530919082
"505",8,505,8,20,0.0149717540860557,8,0,"day",1,0.021940843,60,4,-0.013605324072185,0.0285770781582407
"506",8,506,9,21,0.00923891973604555,9,0,"day",1,0.015964537,60,4,-0.013605324072185,0.0228442438082306
"507",8,507,10,22,0.00755250950059171,10,0,"day",1,0.014215536,60,4,-0.013605324072185,0.0211578335727767
"508",8,508,11,23,0.00515185788564883,11,0,"day",1,0.011717437,60,4,-0.013605324072185,0.0187571819578338
"509",8,509,12,24,0.0056026161667337,12,0,"day",1,0.012183359,60,4,-0.013605324072185,0.0192079402389187
"510",8,510,13,25,-0.018935382061695,13,0,"night",1,-0.013337932,60,4,-0.013605324072185,-0.00533005798951
"511",8,511,14,26,-0.0152162059003074,14,0,"night",1,-0.009470948,60,4,-0.013605324072185,-0.0016108818281224
"512",8,512,15,27,-0.0153394300512077,15,0,"night",1,-0.009596183,60,4,-0.013605324072185,-0.0017341059790227
"513",8,513,16,28,-0.0156791615166398,16,0,"night",1,-0.009951798,60,4,-0.013605324072185,-0.0020738374444548
"514",8,514,17,29,-0.0143959865927782,17,0,"night",1,-0.008614095,60,4,-0.013605324072185,-0.0007906625205932
"515",8,515,18,30,-0.0144331996837012,18,0,"night",1,-0.008656487,60,4,-0.013605324072185,-0.000827875611516201
"516",8,516,19,31,-0.0141592544968483,19,0,"night",1,-0.008368191,60,4,-0.013605324072185,-0.0005539304246633
"517",8,517,20,32,-0.0149766401624893,20,0,"night",1,-0.009220848,60,4,-0.013605324072185,-0.0013713160903043
"518",8,518,21,33,-0.0136519196602298,21,0,"night",1,-0.007841047,60,4,-0.013605324072185,-4.65955880448003e-05
"519",8,519,22,34,-0.0144421983867448,22,0,"night",1,-0.00866405,60,4,-0.013605324072185,-0.0008368743145598
"520",8,520,23,35,-0.013605324072185,23,0,"night",1,-0.007791033,60,4,-0.013605324072185,0
"521",8,521,24,36,-0.0144450607372579,24,0,"night",1,-0.008670495,60,4,-0.013605324072185,-0.0008397366650729
"522",8,522,25,37,0.00848334433983244,25,0,"day",2,0.015190328,60,4,-0.013605324072185,0.0220886684120174
"523",8,523,26,38,0.00878824086797058,26,0,"day",2,0.015501815,60,4,-0.013605324072185,0.0223935649401556
"524",8,524,27,39,0.0101646464132628,27,0,"day",2,0.016939847,60,4,-0.013605324072185,0.0237699704854478
"525",8,525,28,40,0.00955110750047281,28,0,"day",2,0.016297709,60,4,-0.013605324072185,0.0231564315726578
"526",8,526,29,41,0.0110737266921682,29,0,"day",2,0.01788417,60,4,-0.013605324072185,0.0246790507643532
"527",8,527,30,42,0.00707001578841007,30,0,"day",2,0.013721728,60,4,-0.013605324072185,0.0206753398605951
"528",8,528,31,43,0.000346596947394993,31,0,"day",2,0.006708237,60,4,-0.013605324072185,0.01395192101958
"529",8,529,32,44,0.00232309497420495,32,0,"day",2,0.008772505,60,4,-0.013605324072185,0.01592841904639
"530",8,530,33,45,0.00240535102727667,33,0,"day",2,0.008857591,60,4,-0.013605324072185,0.0160106750994617
"531",8,531,34,46,0.013034361694697,34,0,"day",2,0.019919937,60,4,-0.013605324072185,0.026639685766882
"532",8,532,35,47,0.012587905432028,35,0,"day",2,0.019458277,60,4,-0.013605324072185,0.026193229504213
"533",8,533,36,48,0.0175417885619921,36,0,"day",2,0.02461603,60,4,-0.013605324072185,0.0311471126341771
"534",8,534,37,49,-0.038069273644925,37,0,"night",2,-0.033265016,60,4,-0.013605324072185,-0.02446394957274
"535",8,535,38,50,-0.0374185928711023,38,0,"night",2,-0.032586703,60,4,-0.013605324072185,-0.0238132687989173
"536",8,536,39,51,-0.0382511450866856,39,0,"night",2,-0.033448433,60,4,-0.013605324072185,-0.0246458210145006
"537",8,537,40,52,-0.0365412360871613,40,0,"night",2,-0.031670449,60,4,-0.013605324072185,-0.0229359120149763
"538",8,538,41,53,-0.0369713302907167,41,0,"night",2,-0.032119198,60,4,-0.013605324072185,-0.0233660062185317
"539",8,539,42,54,-0.0366815881248968,42,0,"night",2,-0.031820493,60,4,-0.013605324072185,-0.0230762640527118
"540",8,540,43,55,-0.0365032234107326,43,0,"night",2,-0.031631547,60,4,-0.013605324072185,-0.0228978993385476
"541",8,541,44,56,-0.0360499629717832,44,0,"night",2,-0.031162245,60,4,-0.013605324072185,-0.0224446388995982
"542",8,542,45,57,-0.0353014561265609,45,0,"night",2,-0.03037966,60,4,-0.013605324072185,-0.0216961320543759
"543",8,543,46,58,-0.0364544913322286,46,0,"night",2,-0.031583541,60,4,-0.013605324072185,-0.0228491672600436
"544",8,544,47,59,-0.0370367831507289,47,0,"night",2,-0.032187952,60,4,-0.013605324072185,-0.0234314590785439
"545",8,545,48,60,-0.0375682718845624,48,0,"night",2,-0.032742549,60,4,-0.013605324072185,-0.0239629478123774
"546",8,546,49,61,0.0120659655854,49,0,"day",3,0.018925141,60,4,-0.013605324072185,0.025671289657585
"547",8,547,50,62,0.007994389910217,50,0,"day",3,0.014684404,60,4,-0.013605324072185,0.021599713982402
"548",8,548,51,63,0.00376508303261211,51,0,"day",3,0.010273576,60,4,-0.013605324072185,0.0173704071047971
"549",8,549,52,64,0.00263067115457046,52,0,"day",3,0.009092971,60,4,-0.013605324072185,0.0162359952267555
"550",8,550,53,65,0.00455208286271492,53,0,"day",3,0.011094235,60,4,-0.013605324072185,0.0181574069348999
"551",8,551,54,66,0.00524615177086032,54,0,"day",3,0.01181129,60,4,-0.013605324072185,0.0188514758430453
"552",8,552,55,67,0.00588010953844976,55,0,"day",3,0.012472789,60,4,-0.013605324072185,0.0194854336106348
"553",8,553,56,68,0.00708712193097702,56,0,"day",3,0.013730855,60,4,-0.013605324072185,0.020692446003162
"554",8,554,57,69,0.00842700116762263,57,0,"day",3,0.015125374,60,4,-0.013605324072185,0.0220323252398076
"555",8,555,58,70,0.0159404353857504,58,0,"day",3,0.022944764,60,4,-0.013605324072185,0.0295457594579354
"556",8,556,59,71,0.00966331632218323,59,0,"day",3,0.016409499,60,4,-0.013605324072185,0.0232686403943682
"557",8,557,60,72,0.01170477763409,60,0,"day",3,0.018534447,60,4,-0.013605324072185,0.025310101706275
"558",8,558,61,73,-0.0302455167944168,61,0,"night",3,-0.025116147,60,4,-0.013605324072185,-0.0166401927222318
"559",8,559,62,74,-0.0281715554811444,62,0,"night",3,-0.022956881,60,4,-0.013605324072185,-0.0145662314089594
"560",8,560,63,75,-0.0262302209738364,63,0,"night",3,-0.020931956,60,4,-0.013605324072185,-0.0126248969016514
"561",8,561,64,76,-0.0257699398058108,64,0,"night",3,-0.020454537,60,4,-0.013605324072185,-0.0121646157336258
"562",8,562,65,77,-0.0250103360323555,65,0,"night",3,-0.019663173,60,4,-0.013605324072185,-0.0114050119601705
"563",8,563,66,78,-0.0267679157618017,66,0,"night",3,-0.021494066,60,4,-0.013605324072185,-0.0131625916896167
"564",8,564,67,79,-0.0249929403273224,67,0,"night",3,-0.019646296,60,4,-0.013605324072185,-0.0113876162551374
"565",8,565,68,80,-0.02530916973996,68,0,"night",3,-0.019976582,60,4,-0.013605324072185,-0.011703845667775
"566",8,566,69,81,-0.0253911632174477,69,0,"night",3,-0.02006211,60,4,-0.013605324072185,-0.0117858391452627
"567",8,567,70,82,-0.0254993620594245,70,0,"night",3,-0.02017538,60,4,-0.013605324072185,-0.0118940379872395
"568",8,568,71,83,-0.0263653416578206,71,0,"night",3,-0.021074888,60,4,-0.013605324072185,-0.0127600175856356
