"","Chamber","X.1","X","AutoResp.Cycle.Loop","MO2.no.Background.Correction","NA.","Hour","Treatment","Time.of.Day","Day","MO2","Genotype","Trial","Max.Dark.MO2","MO2.from.Dark.Max"
"447",7,447,15,28,-0.0250174256336476,7,15,15,"night",1,-0.022031939,101,3,-0.0117778330551733,-0.0132395925784743
"448",7,448,16,29,-0.0235412539512526,7,16,15,"night",1,-0.020514976,101,3,-0.0117778330551733,-0.0117634208960793
"449",7,449,17,30,-0.0226445264000023,7,17,15,"night",1,-0.019579836,101,3,-0.0117778330551733,-0.010866693344829
"450",7,450,18,31,-0.021939511893871,7,18,15,"night",1,-0.018849022,101,3,-0.0117778330551733,-0.0101616788386977
"451",7,451,19,32,-0.0218232063226347,7,19,15,"night",1,-0.018726528,101,3,-0.0117778330551733,-0.0100453732674614
"452",7,452,20,33,-0.0206218028448223,7,20,15,"night",1,-0.017478113,101,3,-0.0117778330551733,-0.008843969789649
"453",7,453,21,34,-0.0215096012120872,7,21,15,"night",1,-0.018403051,101,3,-0.0117778330551733,-0.0097317681569139
"454",7,454,22,35,-0.0213825437191648,7,22,15,"night",1,-0.018269118,101,3,-0.0117778330551733,-0.0096047106639915
"455",7,455,23,36,-0.0206655654909969,7,23,15,"night",1,-0.017526355,101,3,-0.0117778330551733,-0.0088877324358236
"456",7,456,24,37,-0.0209860141484208,7,24,15,"night",1,-0.017853363,101,3,-0.0117778330551733,-0.0092081810932475
"457",7,457,25,38,0.00418476718398751,7,25,15,"day",2,0.008319548,101,3,-0.0117778330551733,0.0159626002391608
"458",7,458,26,39,-0.00176092905703175,7,26,15,"day",2,0.002111686,101,3,-0.0117778330551733,0.0100169039981415
"459",7,459,27,40,0.00162397164457027,7,27,15,"day",2,0.005645993,101,3,-0.0117778330551733,0.0134018046997436
"460",7,460,28,41,-0.000851362034916464,7,28,15,"day",2,0.003065836,101,3,-0.0117778330551733,0.0109264710202568
"461",7,461,29,42,0.00362119105826847,7,29,15,"day",2,0.007729942,101,3,-0.0117778330551733,0.0153990241134418
"462",7,462,30,43,-0.00103949091424783,7,30,15,"day",2,0.002873672,101,3,-0.0117778330551733,0.0107383421409255
"463",7,463,31,44,0.00268666185356623,7,31,15,"day",2,0.006758737,101,3,-0.0117778330551733,0.0144644949087395
"464",7,464,32,45,0.00100467546252872,7,32,15,"day",2,0.004995306,101,3,-0.0117778330551733,0.012782508517702
"465",7,465,33,46,0.0031681027107487,7,33,15,"day",2,0.007256349,101,3,-0.0117778330551733,0.014945935765922
"466",7,466,34,47,0.00429519875142742,7,34,15,"day",2,0.008419634,101,3,-0.0117778330551733,0.0160730318066007
"467",7,467,35,48,-0.000105863425524472,7,35,15,"day",2,0.003849249,101,3,-0.0117778330551733,0.0116719696296488
"468",7,468,36,49,-0.000636012612192509,7,36,15,"day",2,0.003294015,101,3,-0.0117778330551733,0.0111418204429808
"469",7,469,37,50,-0.0224959499521837,7,37,15,"night",2,-0.019427266,101,3,-0.0117778330551733,-0.0107181168970104
"470",7,470,38,51,-0.0174294340890506,7,38,15,"night",2,-0.014150326,101,3,-0.0117778330551733,-0.0056516010338773
"471",7,471,39,52,-0.0164956097187502,7,39,15,"night",2,-0.013174197,101,3,-0.0117778330551733,-0.0047177766635769
"472",7,472,40,53,-0.0172048236455977,7,40,15,"night",2,-0.013921227,101,3,-0.0117778330551733,-0.0054269905904244
"473",7,473,41,54,-0.0163981823275125,7,41,15,"night",2,-0.013074215,101,3,-0.0117778330551733,-0.0046203492723392
"474",7,474,42,55,-0.0154175381159787,7,42,15,"night",2,-0.012060515,101,3,-0.0117778330551733,-0.0036397050608054
"475",7,475,43,56,-0.0160509104672715,7,43,15,"night",2,-0.012719862,101,3,-0.0117778330551733,-0.0042730774120982
"476",7,476,44,57,-0.0160815657882385,7,44,15,"night",2,-0.012755543,101,3,-0.0117778330551733,-0.0043037327330652
"477",7,477,45,58,-0.0157599923810696,7,45,15,"night",2,-0.012416392,101,3,-0.0117778330551733,-0.0039821593258963
"478",7,478,46,59,-0.0157242901398569,7,46,15,"night",2,-0.012384633,101,3,-0.0117778330551733,-0.0039464570846836
"479",7,479,47,60,-0.0160999426562602,7,47,15,"night",2,-0.012772693,101,3,-0.0117778330551733,-0.0043221096010869
"480",7,480,48,61,-0.0154440195721821,7,48,15,"night",2,-0.012088731,101,3,-0.0117778330551733,-0.0036661865170088
"481",7,481,49,62,0.00237164006329139,7,49,15,"day",3,0.006426905,101,3,-0.0117778330551733,0.0141494731184647
"482",7,482,50,63,-0.000388303267969968,7,50,15,"day",3,0.003553448,101,3,-0.0117778330551733,0.0113895297872033
"483",7,483,51,64,-0.00118242979708967,7,51,15,"day",3,0.002706189,101,3,-0.0117778330551733,0.0105954032580836
"484",7,484,52,65,0.00307918314895943,7,52,15,"day",3,0.007158334,101,3,-0.0117778330551733,0.0148570162041327
"485",7,485,53,66,-0.0025573506463748,7,53,15,"day",3,0.001290746,101,3,-0.0117778330551733,0.0092204824087985
"486",7,486,54,67,-0.000431726141281,7,54,15,"day",3,0.003509142,101,3,-0.0117778330551733,0.0113461069138923
"487",7,487,55,68,-0.00182360561630746,7,55,15,"day",3,0.002053894,101,3,-0.0117778330551733,0.00995422743886584
"488",7,488,56,69,-0.000756421938943133,7,56,15,"day",3,0.003167928,101,3,-0.0117778330551733,0.0110214111162302
"489",7,489,57,70,-0.00211616057873833,7,57,15,"day",3,0.001750163,101,3,-0.0117778330551733,0.00966167247643497
"490",7,490,58,71,-0.00150200764006176,7,58,15,"day",3,0.00239635,101,3,-0.0117778330551733,0.0102758254151115
"491",7,491,59,72,-0.00188875423596199,7,59,15,"day",3,0.001989307,101,3,-0.0117778330551733,0.00988907881921131
"492",7,492,60,73,0.000341204634529151,7,60,15,"day",3,0.004320005,101,3,-0.0117778330551733,0.0121190376897025
"493",7,493,61,74,-0.0483510704084157,7,61,15,"night",3,-0.046361526,101,3,-0.0117778330551733,-0.0365732373532424
"494",7,494,62,75,-0.0446997322698432,7,62,15,"night",3,-0.042550949,101,3,-0.0117778330551733,-0.0329218992146699
"495",7,495,63,76,-0.0430944372565982,7,63,15,"night",3,-0.040876867,101,3,-0.0117778330551733,-0.0313166042014249
"496",7,496,64,77,-0.0386984947819286,7,64,15,"night",3,-0.036264876,101,3,-0.0117778330551733,-0.0269206617267553
"497",7,497,65,78,-0.0160366280000105,7,65,15,"night",3,-0.012709079,101,3,-0.0117778330551733,-0.0042587949448372
"498",7,498,66,79,-0.0169406024833233,7,66,15,"night",3,-0.01364579,101,3,-0.0117778330551733,-0.00516276942815
"499",7,499,67,80,-0.0169980594603353,7,67,15,"night",3,-0.013709578,101,3,-0.0117778330551733,-0.005220226405162
"500",7,500,68,81,-0.018011513423361,7,68,15,"night",3,-0.014761826,101,3,-0.0117778330551733,-0.0062336803681877
"501",7,501,69,82,-0.0178534143301198,7,69,15,"night",3,-0.014597891,101,3,-0.0117778330551733,-0.0060755812749465
"502",7,502,70,83,-0.0175160206370465,7,70,15,"night",3,-0.014247739,101,3,-0.0117778330551733,-0.0057381875818732
"503",7,503,71,84,-0.0163379500316352,7,71,15,"night",3,-0.013016892,101,3,-0.0117778330551733,-0.0045601169764619
"504",7,504,72,85,-0.0169811319828377,7,72,15,"night",3,-0.013690857,101,3,-0.0117778330551733,-0.0052032989276644
"505",8,505,1,14,0.00959395715158464,8,1,0,"day",1,0.011656218,101,3,-0.00399256978828241,0.013586526939867
"506",8,506,2,15,0.013443518169315,8,2,0,"day",1,0.015650636,101,3,-0.00399256978828241,0.0174360879575974
"507",8,507,3,16,0.00575128400326469,8,3,0,"day",1,0.007647885,101,3,-0.00399256978828241,0.0097438537915471
"508",8,508,4,17,0.00284499303475042,8,4,0,"day",1,0.004610592,101,3,-0.00399256978828241,0.00683756282303283
"509",8,509,5,18,0.00979283173462826,8,5,0,"day",1,0.011859987,101,3,-0.00399256978828241,0.0137854015229107
"510",8,510,6,19,0.0068574803286,8,6,0,"day",1,0.008789341,101,3,-0.00399256978828241,0.0108500501168824
"511",8,511,7,20,0.00817367672199626,8,7,0,"day",1,0.010165377,101,3,-0.00399256978828241,0.0121662465102787
"512",8,512,8,21,0.00944746098375285,8,8,0,"day",1,0.011486131,101,3,-0.00399256978828241,0.0134400307720353
"513",8,513,9,22,0.00706720543530978,8,9,0,"day",1,0.009016219,101,3,-0.00399256978828241,0.0110597752235922
"514",8,514,10,23,0.0081218208938914,8,10,0,"day",1,0.010115215,101,3,-0.00399256978828241,0.0121143906821738
"515",8,515,11,24,0.00172087079094574,8,11,0,"day",1,0.003445547,101,3,-0.00399256978828241,0.00571344057922815
"516",8,516,12,25,0.00142708331492503,8,12,0,"day",1,0.003146598,101,3,-0.00399256978828241,0.00541965310320744
"517",8,517,13,26,-0.0171352367186315,8,13,0,"night",1,-0.016153363,101,3,-0.00399256978828241,-0.0131426669303491
"518",8,518,14,27,-0.0133868983439127,8,14,0,"night",1,-0.012253673,101,3,-0.00399256978828241,-0.00939432855563029
"519",8,519,15,28,-0.00667444665720364,8,15,0,"night",1,-0.005257867,101,3,-0.00399256978828241,-0.00268187686892123
"520",8,520,16,29,-0.00586021021976683,8,16,0,"night",1,-0.004425293,101,3,-0.00399256978828241,-0.00186764043148442
"521",8,521,17,30,-0.00559191141287815,8,17,0,"night",1,-0.004146239,101,3,-0.00399256978828241,-0.00159934162459574
"522",8,522,18,31,-0.00470968329439701,8,18,0,"night",1,-0.00323158,101,3,-0.00399256978828241,-0.0007171135061146
"523",8,523,19,32,-0.00545876501269069,8,19,0,"night",1,-0.004009058,101,3,-0.00399256978828241,-0.00146619522440828
"524",8,524,20,33,-0.004217536437597,8,20,0,"night",1,-0.002715247,101,3,-0.00399256978828241,-0.00022496664931459
"525",8,525,21,34,-0.00496599188908981,8,21,0,"night",1,-0.003498206,101,3,-0.00399256978828241,-0.0009734221008074
"526",8,526,22,35,-0.00425897727264213,8,22,0,"night",1,-0.002758159,101,3,-0.00399256978828241,-0.00026640748435972
"527",8,527,23,36,-0.00399256978828241,8,23,0,"night",1,-0.00248575,101,3,-0.00399256978828241,0
"528",8,528,24,37,-0.00474271619370588,8,24,0,"night",1,-0.003262708,101,3,-0.00399256978828241,-0.000750146405423469
"529",8,529,25,38,0.00466896515235497,8,25,0,"day",2,0.006513806,101,3,-0.00399256978828241,0.00866153494063738
"530",8,530,26,39,-0.000850262650077152,8,26,0,"day",2,0.000764347,101,3,-0.00399256978828241,0.00314230713820526
"531",8,531,27,40,0.000890661259008271,8,27,0,"day",2,0.002582765,101,3,-0.00399256978828241,0.00488323104729068
"532",8,532,28,41,-1.93458953613695e-05,8,28,0,"day",2,0.001629843,101,3,-0.00399256978828241,0.00397322389292104
"533",8,533,29,42,0.00134390772516056,8,29,0,"day",2,0.00305213,101,3,-0.00399256978828241,0.00533647751344297
"534",8,534,30,43,-0.000633177890484146,8,30,0,"day",2,0.000994987,101,3,-0.00399256978828241,0.00335939189779826
"535",8,535,31,44,0.00181436071514757,8,31,0,"day",2,0.00354718,101,3,-0.00399256978828241,0.00580693050342998
"536",8,536,32,45,0.000155987398751508,8,32,0,"day",2,0.001813902,101,3,-0.00399256978828241,0.00414855718703392
"537",8,537,33,46,0.00147027094265535,8,33,0,"day",2,0.003184767,101,3,-0.00399256978828241,0.00546284073093776
"538",8,538,34,47,0.00398839978923262,8,34,0,"day",2,0.005802997,101,3,-0.00399256978828241,0.00798096957751503
"539",8,539,35,48,0.00137655580992863,8,35,0,"day",2,0.003086834,101,3,-0.00399256978828241,0.00536912559821104
"540",8,540,36,49,0.00115029376281401,8,36,0,"day",2,0.002849163,101,3,-0.00399256978828241,0.00514286355109642
"541",8,541,37,50,-0.0082680440706367,8,37,0,"night",2,-0.006930664,101,3,-0.00399256978828241,-0.00427547428235429
"542",8,542,38,51,-0.00655663397880847,8,38,0,"night",2,-0.005151731,101,3,-0.00399256978828241,-0.00256406419052606
"543",8,543,39,52,-0.00598186475331476,8,39,0,"night",2,-0.004548495,101,3,-0.00399256978828241,-0.00198929496503235
"544",8,544,40,53,-0.00593653193083159,8,40,0,"night",2,-0.004505801,101,3,-0.00399256978828241,-0.00194396214254918
"545",8,545,41,54,-0.00585744180847397,8,41,0,"night",2,-0.00442064,101,3,-0.00399256978828241,-0.00186487202019156
"546",8,546,42,55,-0.00490017075353435,8,42,0,"night",2,-0.003426507,101,3,-0.00399256978828241,-0.00090760096525194
"547",8,547,43,56,-0.0058714771405829,8,43,0,"night",2,-0.004436697,101,3,-0.00399256978828241,-0.00187890735230049
"548",8,548,44,57,-0.00528925252194744,8,44,0,"night",2,-0.003833176,101,3,-0.00399256978828241,-0.00129668273366503
"549",8,549,45,58,-0.00560394114711985,8,45,0,"night",2,-0.004159021,101,3,-0.00399256978828241,-0.00161137135883744
"550",8,550,46,59,-0.0047731421850292,8,46,0,"night",2,-0.003299032,101,3,-0.00399256978828241,-0.000780572396746789
"551",8,551,47,60,-0.00542419956871426,8,47,0,"night",2,-0.003974003,101,3,-0.00399256978828241,-0.00143162978043185
"552",8,552,48,61,-0.00444724618481107,8,48,0,"night",2,-0.00295696,101,3,-0.00399256978828241,-0.00045467639652866
"553",8,553,49,62,0.00401046377387323,8,49,0,"day",3,0.005828027,101,3,-0.00399256978828241,0.00800303356215564
"554",8,554,50,63,0.00107491125492481,8,50,0,"day",3,0.002774406,101,3,-0.00399256978828241,0.00506748104320722
"555",8,555,51,64,-0.0003777967795417,8,51,0,"day",3,0.001258248,101,3,-0.00399256978828241,0.00361477300874071
"556",8,556,52,65,-0.000398177443202172,8,52,0,"day",3,0.00123781,101,3,-0.00399256978828241,0.00359439234508024
"557",8,557,53,66,0.00019386481349812,8,53,0,"day",3,0.001854622,101,3,-0.00399256978828241,0.00418643460178053
"558",8,558,54,67,0.00153216090440243,8,54,0,"day",3,0.003249249,101,3,-0.00399256978828241,0.00552473069268484
"559",8,559,55,68,0.000674745785695332,8,55,0,"day",3,0.00235326,101,3,-0.00399256978828241,0.00466731557397774
"560",8,560,56,69,0.00121828818763398,8,56,0,"day",3,0.002921936,101,3,-0.00399256978828241,0.00521085797591639
"561",8,561,57,70,0.000173139674638097,8,57,0,"day",3,0.001831827,101,3,-0.00399256978828241,0.00416570946292051
"562",8,562,58,71,0.009450627023602,8,58,0,"day",3,0.011476407,101,3,-0.00399256978828241,0.0134431968118844
"563",8,563,59,72,0.00745238759792965,8,59,0,"day",3,0.009402412,101,3,-0.00399256978828241,0.0114449573862121
"564",8,564,60,73,0.00865135146094918,8,60,0,"day",3,0.010658605,101,3,-0.00399256978828241,0.0126439212492316
"565",8,565,61,74,-0.0246010459477775,8,61,0,"night",3,-0.023940437,101,3,-0.00399256978828241,-0.0206084761594951
"566",8,566,62,75,-0.0179358750913181,8,62,0,"night",3,-0.016994095,101,3,-0.00399256978828241,-0.0139433053030357
"567",8,567,63,76,-0.0201992254943646,8,63,0,"night",3,-0.019352983,101,3,-0.00399256978828241,-0.0162066557060822
"568",8,568,64,77,-0.0220032268508834,8,64,0,"night",3,-0.02123845,101,3,-0.00399256978828241,-0.018010657062601
"569",8,569,65,78,-0.0202321840052443,8,65,0,"night",3,-0.01939118,101,3,-0.00399256978828241,-0.0162396142169619
"570",8,570,66,79,-0.0188937764557499,8,66,0,"night",3,-0.017991383,101,3,-0.00399256978828241,-0.0149012066674675
"571",8,571,67,80,-0.0175748500201371,8,67,0,"night",3,-0.016622393,101,3,-0.00399256978828241,-0.0135822802318547
"572",8,572,68,81,-0.0192383416311638,8,68,0,"night",3,-0.018352261,101,3,-0.00399256978828241,-0.0152457718428814
"573",8,573,69,82,-0.0182277316643863,8,69,0,"night",3,-0.017301526,101,3,-0.00399256978828241,-0.0142351618761039
"574",8,574,70,83,-0.018661401991532,8,70,0,"night",3,-0.017752402,101,3,-0.00399256978828241,-0.0146688322032496
"575",8,575,71,84,-0.0189499900709991,8,71,0,"night",3,-0.018052613,101,3,-0.00399256978828241,-0.0149574202827167
"576",8,576,72,85,-0.0186800336003518,8,72,0,"night",3,-0.0177702,101,3,-0.00399256978828241,-0.0146874638120694
